,Month,Municipality,Offence group and specifier for criminal act,Information,value
3069,2017M07,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
3070,2017M07,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),68.0
3071,2017M07,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),
3072,2017M07,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),
3073,2017M07,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),
3074,2017M07,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),
3075,2017M07,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),
3076,2017M07,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),
3077,2017M07,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),
3078,2017M07,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),
3079,2017M07,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),
3080,2017M07,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),
3081,2017M07,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),
3082,2017M07,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),
3083,2017M07,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),
3084,2017M07,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),
3085,2017M07,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),
3086,2017M07,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),
3087,2017M07,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),
3088,2017M07,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),
3089,2017M07,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),
3090,2017M08,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),254.0
3091,2017M08,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),98.0
3092,2017M08,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),86.0
3093,2017M08,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),48.0
3094,2017M08,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),14.0
3095,2017M08,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
3096,2017M08,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
3097,2017M08,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),23.0
3098,2017M08,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),1.0
3099,2017M08,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
3100,2017M08,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),70.0
3101,2017M08,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),
3102,2017M08,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),
3103,2017M08,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),
3104,2017M08,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),
3105,2017M08,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),
3106,2017M08,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),
3107,2017M08,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),
3108,2017M08,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),
3109,2017M08,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),
3110,2017M08,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),
3111,2017M08,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),
3112,2017M08,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),
3113,2017M08,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),
3114,2017M08,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),
3115,2017M08,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),
3116,2017M08,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),
3117,2017M08,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),
3118,2017M08,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),
3119,2017M08,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),
3120,2017M09,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),289.0
3121,2017M09,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),100.0
3122,2017M09,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),104.0
3123,2017M09,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),73.0
3124,2017M09,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),15.0
3125,2017M09,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
3126,2017M09,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
3127,2017M09,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),14.0
3128,2017M09,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),2.0
3129,2017M09,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
3130,2017M09,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),85.0
3131,2017M09,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),
3132,2017M09,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),
3133,2017M09,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),
3134,2017M09,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),
3135,2017M09,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),
3136,2017M09,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),
3137,2017M09,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),
3138,2017M09,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),
3139,2017M09,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),
3140,2017M09,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),
3141,2017M09,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),
3142,2017M09,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),
3143,2017M09,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),
3144,2017M09,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),
3145,2017M09,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),
3146,2017M09,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),
3147,2017M09,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),
3148,2017M09,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),
3149,2017M09,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),
3150,2017M10,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),387.0
3151,2017M10,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),111.0
3152,2017M10,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),129.0
3153,2017M10,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),78.0
3154,2017M10,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),28.0
3155,2017M10,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),1.0
3156,2017M10,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
3157,2017M10,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),19.0
3158,2017M10,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),3.0
3159,2017M10,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
3160,2017M10,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),147.0
3161,2017M10,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),
3162,2017M10,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),
3163,2017M10,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),
3164,2017M10,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),
3165,2017M10,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),
3166,2017M10,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),
3167,2017M10,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),
3168,2017M10,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),
3169,2017M10,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),
3170,2017M10,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),
3171,2017M10,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),
3172,2017M10,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),
3173,2017M10,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),
3174,2017M10,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),
3175,2017M10,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),
3176,2017M10,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),
3177,2017M10,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),
3178,2017M10,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),
